"Var1"	"Var2"	"Correlation"	"freeze"
"Mac (1)"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0696252643293971	"Discovery"
"Mac (2)"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0710610030669363	"Discovery"
"Mac intermediate (1)"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0658333714042137	"Discovery"
"Mac intermediate (2)"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0769642547678249	"Discovery"
"Mast"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0921682862153877	"Discovery"
"Monocytes"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0769660235470546	"Discovery"
"Paneth cell"	"Enterocyte precursor crypt OLFM4+ KRT20++"	0.231142879373532	"Discovery"
"Pericytes"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0817508968391775	"Discovery"
"Smooth muscle cell"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0884615865510207	"Discovery"
"Stem cell LGR5+"	"Enterocyte precursor crypt OLFM4+ KRT20++"	0.429393196452408	"Discovery"
"Stem cell MKI67+ (1)"	"Enterocyte precursor crypt OLFM4+ KRT20++"	0.469941121344668	"Discovery"
"Stem cell MKI67+ (2)"	"Enterocyte precursor crypt OLFM4+ KRT20++"	0.454394503570522	"Discovery"
"T cell CD4 naive"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.197799742456887	"Discovery"
"T cell CD4 proliferating"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.129890145161401	"Discovery"
"T cell CD4- CD8-"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.0826128570706531	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.183302496732528	"Discovery"
"T cell CD4+ memory"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.203277050540238	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.211824711766191	"Discovery"
"T cell CD4+ Treg"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.170004594778104	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.135047172812229	"Discovery"
"T cell CD8+ GZMK+"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.183904009259197	"Discovery"
"T cell CD8+ tissue-resident"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.206007717305891	"Discovery"
"T cell gd"	"Enterocyte precursor crypt OLFM4+ KRT20++"	-0.16948603554179	"Discovery"
"Tuft cell"	"Enterocyte precursor crypt OLFM4+ KRT20++"	0.150580980957403	"Discovery"
"B cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0837314882431878	"Discovery"
"B cell activated"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.075734621063897	"Discovery"
"B cell germinal centre/plasmablasts"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.135740734534365	"Discovery"
"B cell memory (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.222772801508605	"Discovery"
"B cell memory (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.196007489273959	"Discovery"
"B cell naive"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.190688728088542	"Discovery"
"B cell plasma IgA (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.100185017742493	"Discovery"
"B cell plasma IgA (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.126193811386836	"Discovery"
"B cell plasma IgA (3)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.17894510514652	"Discovery"
"Dendritic cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0995214631316442	"Discovery"
"Endocrine cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.0896331495399398	"Discovery"
"Endothelial cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0566653268540852	"Discovery"
"Enterocyte middle villus (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.384353953677528	"Discovery"
"Enterocyte middle villus (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.497087096705171	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.763474227559546	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	1	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.730903059973401	"Discovery"
"Enterocyte top villus"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.32389545504641	"Discovery"
"Enterocytes BEST4"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.422455874275824	"Discovery"
"Fibroblast/Myofibroblasts"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.109242929127698	"Discovery"
"Goblet cell crypt MKI67+"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.394570886750207	"Discovery"
"Goblet cell middle villus"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.354256953431433	"Discovery"
"Goblet cell top villus"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.201552933105096	"Discovery"
"ILC1/NKs"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.140277533304071	"Discovery"
"ILC3"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.121331042381433	"Discovery"
"Mac (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0840208143950498	"Discovery"
"Mac (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0954044028400448	"Discovery"
"Mac intermediate (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0909902305707739	"Discovery"
"Mac intermediate (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.112155167749845	"Discovery"
"Mast"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0967903922390945	"Discovery"
"Monocytes"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.109473973186926	"Discovery"
"Paneth cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.386742252461544	"Discovery"
"Pericytes"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0812555499929505	"Discovery"
"Smooth muscle cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0874967778312227	"Discovery"
"Stem cell LGR5+"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.708504324003834	"Discovery"
"Stem cell MKI67+ (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.694024935993405	"Discovery"
"Stem cell MKI67+ (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.71210049973833	"Discovery"
"T cell CD4 naive"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.191976816534244	"Discovery"
"T cell CD4 proliferating"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0724277848307153	"Discovery"
"T cell CD4- CD8-"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.0791838831131055	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.180211391126296	"Discovery"
"T cell CD4+ memory"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.206824014590831	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.214309318995977	"Discovery"
"T cell CD4+ Treg"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.170328932771496	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.139426663255921	"Discovery"
"T cell CD8+ GZMK+"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.190535268690823	"Discovery"
"T cell CD8+ tissue-resident"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.202867436321854	"Discovery"
"T cell gd"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	-0.159182811273152	"Discovery"
"Tuft cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	0.178876879157972	"Discovery"
"B cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0968226229604881	"Discovery"
"B cell activated"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0787625866704759	"Discovery"
"B cell germinal centre/plasmablasts"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.15385332636369	"Discovery"
"B cell memory (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.248984787769347	"Discovery"
"B cell memory (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.219247278291651	"Discovery"
"B cell naive"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.214473326242187	"Discovery"
"B cell plasma IgA (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0934393100168204	"Discovery"
"B cell plasma IgA (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.128031412145042	"Discovery"
"B cell plasma IgA (3)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.175818565527724	"Discovery"
"Dendritic cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0867658774535052	"Discovery"
"Endocrine cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.0860432280524821	"Discovery"
"Endothelial cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0284590635506346	"Discovery"
"Enterocyte middle villus (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.51440301460603	"Discovery"
"Enterocyte middle villus (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.372798625733129	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.592770947815256	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.730903059973401	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	1	"Discovery"
"Enterocyte top villus"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.266733647907881	"Discovery"
"Enterocytes BEST4"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.420806588232261	"Discovery"
"Fibroblast/Myofibroblasts"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0839227731930744	"Discovery"
"Goblet cell crypt MKI67+"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.450995664837893	"Discovery"
"Goblet cell middle villus"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.405813856565774	"Discovery"
"Goblet cell top villus"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.277604656578999	"Discovery"
"ILC1/NKs"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.149369325252711	"Discovery"
"ILC3"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.127525878548102	"Discovery"
"Mac (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0638995749859564	"Discovery"
"Mac (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0836597341828856	"Discovery"
"Mac intermediate (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0662378411801763	"Discovery"
"Mac intermediate (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0835504438116868	"Discovery"
"Mast"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.102976975496197	"Discovery"
"Monocytes"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0858381024770018	"Discovery"
"Paneth cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.474383939428471	"Discovery"
"Pericytes"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0678211694027941	"Discovery"
"Smooth muscle cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0720372953905927	"Discovery"
"Stem cell LGR5+"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.612547896502338	"Discovery"
"Stem cell MKI67+ (1)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.661784212340255	"Discovery"
"Stem cell MKI67+ (2)"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.647649565534675	"Discovery"
"T cell CD4 naive"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.215211179479607	"Discovery"
"T cell CD4 proliferating"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0510560152971347	"Discovery"
"T cell CD4- CD8-"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.0927481321835612	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.185181262258143	"Discovery"
"T cell CD4+ memory"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.222102087436651	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.2334203991321	"Discovery"
"T cell CD4+ Treg"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.17662979132244	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.141422060758629	"Discovery"
"T cell CD8+ GZMK+"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.203210192666515	"Discovery"
"T cell CD8+ tissue-resident"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.219609556203813	"Discovery"
"T cell gd"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	-0.168248101650324	"Discovery"
"Tuft cell"	"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	0.189133812176743	"Discovery"
"B cell"	"Enterocyte top villus"	-0.0795345034537885	"Discovery"
"B cell activated"	"Enterocyte top villus"	-0.177084461823535	"Discovery"
"B cell germinal centre/plasmablasts"	"Enterocyte top villus"	-0.16907376538654	"Discovery"
"B cell memory (1)"	"Enterocyte top villus"	-0.181036832290068	"Discovery"
"B cell memory (2)"	"Enterocyte top villus"	-0.15979502180761	"Discovery"
"B cell naive"	"Enterocyte top villus"	-0.156820974354035	"Discovery"
"B cell plasma IgA (1)"	"Enterocyte top villus"	0.0259954606988913	"Discovery"
"B cell plasma IgA (2)"	"Enterocyte top villus"	-0.0893390893049568	"Discovery"
"B cell plasma IgA (3)"	"Enterocyte top villus"	-0.130382220832331	"Discovery"
"Dendritic cell"	"Enterocyte top villus"	-0.0872584047595358	"Discovery"
"Endocrine cell"	"Enterocyte top villus"	0.0487845603595762	"Discovery"
"Endothelial cell"	"Enterocyte top villus"	-0.0378294723881229	"Discovery"
"Enterocyte middle villus (1)"	"Enterocyte top villus"	0.682823491089024	"Discovery"
"Enterocyte middle villus (2)"	"Enterocyte top villus"	0.863745035247264	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Enterocyte top villus"	0.613609629796932	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Enterocyte top villus"	0.32389545504641	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Enterocyte top villus"	0.266733647907881	"Discovery"
"Enterocyte top villus"	"Enterocyte top villus"	1	"Discovery"
"Enterocytes BEST4"	"Enterocyte top villus"	0.271597126280304	"Discovery"
"Fibroblast/Myofibroblasts"	"Enterocyte top villus"	-0.0806075225793065	"Discovery"
"Goblet cell crypt MKI67+"	"Enterocyte top villus"	0.0585541036834027	"Discovery"
"Goblet cell middle villus"	"Enterocyte top villus"	0.161761661881983	"Discovery"
"Goblet cell top villus"	"Enterocyte top villus"	0.315360909140961	"Discovery"
"ILC1/NKs"	"Enterocyte top villus"	-0.133344672919084	"Discovery"
"ILC3"	"Enterocyte top villus"	-0.098163339136525	"Discovery"
"Mac (1)"	"Enterocyte top villus"	-0.0543114843103789	"Discovery"
"Mac (2)"	"Enterocyte top villus"	-0.0388034955399025	"Discovery"
"Mac intermediate (1)"	"Enterocyte top villus"	-0.0512747055220313	"Discovery"
"Mac intermediate (2)"	"Enterocyte top villus"	-0.0239138792969355	"Discovery"
"Mast"	"Enterocyte top villus"	-0.0725259973236023	"Discovery"
"Monocytes"	"Enterocyte top villus"	-0.0249951867744057	"Discovery"
"Paneth cell"	"Enterocyte top villus"	0.0838370759579305	"Discovery"
"Pericytes"	"Enterocyte top villus"	-0.0658321644145051	"Discovery"
"Smooth muscle cell"	"Enterocyte top villus"	-0.0615224945236929	"Discovery"
"Stem cell LGR5+"	"Enterocyte top villus"	0.113344613741257	"Discovery"
"Stem cell MKI67+ (1)"	"Enterocyte top villus"	0.142063459640667	"Discovery"
"Stem cell MKI67+ (2)"	"Enterocyte top villus"	0.119729525462548	"Discovery"
"T cell CD4 naive"	"Enterocyte top villus"	-0.157012651483823	"Discovery"
"T cell CD4 proliferating"	"Enterocyte top villus"	-0.153707581922508	"Discovery"
"T cell CD4- CD8-"	"Enterocyte top villus"	-0.0756713159441412	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Enterocyte top villus"	-0.161242152987239	"Discovery"
"T cell CD4+ memory"	"Enterocyte top villus"	-0.161901657765573	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Enterocyte top villus"	-0.168666751678077	"Discovery"
"T cell CD4+ Treg"	"Enterocyte top villus"	-0.14588877144732	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Enterocyte top villus"	-0.120557364784847	"Discovery"
"T cell CD8+ GZMK+"	"Enterocyte top villus"	-0.149421554903517	"Discovery"
"T cell CD8+ tissue-resident"	"Enterocyte top villus"	-0.172602469236741	"Discovery"
"T cell gd"	"Enterocyte top villus"	-0.155425743351884	"Discovery"
"Tuft cell"	"Enterocyte top villus"	0.0762437673918888	"Discovery"
"B cell"	"Enterocytes BEST4"	-0.0541598950533912	"Discovery"
"B cell activated"	"Enterocytes BEST4"	-0.133015436444406	"Discovery"
"B cell germinal centre/plasmablasts"	"Enterocytes BEST4"	-0.126454054264077	"Discovery"
"B cell memory (1)"	"Enterocytes BEST4"	-0.150382976009987	"Discovery"
"B cell memory (2)"	"Enterocytes BEST4"	-0.132760941936318	"Discovery"
"B cell naive"	"Enterocytes BEST4"	-0.13312113501986	"Discovery"
"B cell plasma IgA (1)"	"Enterocytes BEST4"	-0.0635130934577071	"Discovery"
"B cell plasma IgA (2)"	"Enterocytes BEST4"	-0.0964705200743114	"Discovery"
"B cell plasma IgA (3)"	"Enterocytes BEST4"	-0.13190041275586	"Discovery"
"Dendritic cell"	"Enterocytes BEST4"	-0.032421266261432	"Discovery"
"Endocrine cell"	"Enterocytes BEST4"	0.134050860371711	"Discovery"
"Endothelial cell"	"Enterocytes BEST4"	0.0167896863240994	"Discovery"
"Enterocyte middle villus (1)"	"Enterocytes BEST4"	0.345056939859852	"Discovery"
"Enterocyte middle villus (2)"	"Enterocytes BEST4"	0.324349040880148	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Enterocytes BEST4"	0.417274406806992	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Enterocytes BEST4"	0.422455874275824	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Enterocytes BEST4"	0.420806588232261	"Discovery"
"Enterocyte top villus"	"Enterocytes BEST4"	0.271597126280304	"Discovery"
"Enterocytes BEST4"	"Enterocytes BEST4"	1	"Discovery"
"Fibroblast/Myofibroblasts"	"Enterocytes BEST4"	-0.0247365005831607	"Discovery"
"Goblet cell crypt MKI67+"	"Enterocytes BEST4"	0.215602996933752	"Discovery"
"Goblet cell middle villus"	"Enterocytes BEST4"	0.304285343149456	"Discovery"
"Goblet cell top villus"	"Enterocytes BEST4"	0.299046281982562	"Discovery"
"ILC1/NKs"	"Enterocytes BEST4"	-0.10379356607479	"Discovery"
"ILC3"	"Enterocytes BEST4"	-0.072124966906415	"Discovery"
"Mac (1)"	"Enterocytes BEST4"	-0.0332296706714003	"Discovery"
"Mac (2)"	"Enterocytes BEST4"	-0.0353157116872131	"Discovery"
"Mac intermediate (1)"	"Enterocytes BEST4"	-0.0293791828500494	"Discovery"
"Mac intermediate (2)"	"Enterocytes BEST4"	-0.0334223113636119	"Discovery"
"Mast"	"Enterocytes BEST4"	-0.0400759774338993	"Discovery"
"Monocytes"	"Enterocytes BEST4"	-0.0306643482449276	"Discovery"
"Paneth cell"	"Enterocytes BEST4"	0.256322674323145	"Discovery"
"Pericytes"	"Enterocytes BEST4"	-0.00203513305715892	"Discovery"
"Smooth muscle cell"	"Enterocytes BEST4"	-0.0235942424868428	"Discovery"
"Stem cell LGR5+"	"Enterocytes BEST4"	0.367129006652586	"Discovery"
"Stem cell MKI67+ (1)"	"Enterocytes BEST4"	0.28840101087991	"Discovery"
"Stem cell MKI67+ (2)"	"Enterocytes BEST4"	0.28696490901413	"Discovery"
"T cell CD4 naive"	"Enterocytes BEST4"	-0.14429467624839	"Discovery"
"T cell CD4 proliferating"	"Enterocytes BEST4"	-0.118486457244138	"Discovery"
"T cell CD4- CD8-"	"Enterocytes BEST4"	-0.0581330176639824	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Enterocytes BEST4"	-0.143319873099315	"Discovery"
"T cell CD4+ memory"	"Enterocytes BEST4"	-0.14921143004999	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Enterocytes BEST4"	-0.16029433374555	"Discovery"
"T cell CD4+ Treg"	"Enterocytes BEST4"	-0.132769827455543	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Enterocytes BEST4"	-0.0926943166120488	"Discovery"
"T cell CD8+ GZMK+"	"Enterocytes BEST4"	-0.134952929407607	"Discovery"
"T cell CD8+ tissue-resident"	"Enterocytes BEST4"	-0.158155000755292	"Discovery"
"T cell gd"	"Enterocytes BEST4"	-0.128804844920371	"Discovery"
"Tuft cell"	"Enterocytes BEST4"	0.230795079403649	"Discovery"
"B cell"	"Fibroblast/Myofibroblasts"	-0.0484705613761429	"Discovery"
"B cell activated"	"Fibroblast/Myofibroblasts"	-0.131490191271998	"Discovery"
"B cell germinal centre/plasmablasts"	"Fibroblast/Myofibroblasts"	-0.118027135139237	"Discovery"
"B cell memory (1)"	"Fibroblast/Myofibroblasts"	-0.116067140446597	"Discovery"
"B cell memory (2)"	"Fibroblast/Myofibroblasts"	-0.101279961428395	"Discovery"
"B cell naive"	"Fibroblast/Myofibroblasts"	-0.104902832876644	"Discovery"
"B cell plasma IgA (1)"	"Fibroblast/Myofibroblasts"	-0.016537567535633	"Discovery"
"B cell plasma IgA (2)"	"Fibroblast/Myofibroblasts"	-0.0330194237905859	"Discovery"
"B cell plasma IgA (3)"	"Fibroblast/Myofibroblasts"	0.105635566904166	"Discovery"
"Dendritic cell"	"Fibroblast/Myofibroblasts"	0.00708178780083097	"Discovery"
"Endocrine cell"	"Fibroblast/Myofibroblasts"	0.07048453394869	"Discovery"
"Endothelial cell"	"Fibroblast/Myofibroblasts"	0.304645051526304	"Discovery"
"Enterocyte middle villus (1)"	"Fibroblast/Myofibroblasts"	-0.0703447895720885	"Discovery"
"Enterocyte middle villus (2)"	"Fibroblast/Myofibroblasts"	-0.0955106940047905	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Fibroblast/Myofibroblasts"	-0.109323695080566	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Fibroblast/Myofibroblasts"	-0.109242929127698	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Fibroblast/Myofibroblasts"	-0.0839227731930744	"Discovery"
"Enterocyte top villus"	"Fibroblast/Myofibroblasts"	-0.0806075225793065	"Discovery"
"Enterocytes BEST4"	"Fibroblast/Myofibroblasts"	-0.0247365005831607	"Discovery"
"Fibroblast/Myofibroblasts"	"Fibroblast/Myofibroblasts"	1	"Discovery"
"Goblet cell crypt MKI67+"	"Fibroblast/Myofibroblasts"	-0.0947426155486383	"Discovery"
"Goblet cell middle villus"	"Fibroblast/Myofibroblasts"	-0.0614025247958936	"Discovery"
"Goblet cell top villus"	"Fibroblast/Myofibroblasts"	-0.0643229981461517	"Discovery"
"ILC1/NKs"	"Fibroblast/Myofibroblasts"	-0.0603085604556721	"Discovery"
"ILC3"	"Fibroblast/Myofibroblasts"	-0.000675397837109483	"Discovery"
"Mac (1)"	"Fibroblast/Myofibroblasts"	0.0338894259337612	"Discovery"
"Mac (2)"	"Fibroblast/Myofibroblasts"	0.0542430158462941	"Discovery"
"Mac intermediate (1)"	"Fibroblast/Myofibroblasts"	-0.0139035658566372	"Discovery"
"Mac intermediate (2)"	"Fibroblast/Myofibroblasts"	0.0267215099451289	"Discovery"
"Mast"	"Fibroblast/Myofibroblasts"	0.0424082423049365	"Discovery"
"Monocytes"	"Fibroblast/Myofibroblasts"	-0.0241047290932508	"Discovery"
"Paneth cell"	"Fibroblast/Myofibroblasts"	-0.0428743337923851	"Discovery"
"Pericytes"	"Fibroblast/Myofibroblasts"	0.466942642527048	"Discovery"
"Smooth muscle cell"	"Fibroblast/Myofibroblasts"	0.563499068337653	"Discovery"
"Stem cell LGR5+"	"Fibroblast/Myofibroblasts"	-0.047662337756037	"Discovery"
"Stem cell MKI67+ (1)"	"Fibroblast/Myofibroblasts"	-0.125166312026776	"Discovery"
"Stem cell MKI67+ (2)"	"Fibroblast/Myofibroblasts"	-0.103823125542492	"Discovery"
"T cell CD4 naive"	"Fibroblast/Myofibroblasts"	-0.0798081260982977	"Discovery"
"T cell CD4 proliferating"	"Fibroblast/Myofibroblasts"	-0.107605238645762	"Discovery"
"T cell CD4- CD8-"	"Fibroblast/Myofibroblasts"	-0.03371651389179	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Fibroblast/Myofibroblasts"	-0.0840510876569421	"Discovery"
"T cell CD4+ memory"	"Fibroblast/Myofibroblasts"	-0.094511462375652	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Fibroblast/Myofibroblasts"	-0.092973989330668	"Discovery"
"T cell CD4+ Treg"	"Fibroblast/Myofibroblasts"	-0.0909508171562057	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Fibroblast/Myofibroblasts"	-0.0508548419301012	"Discovery"
"T cell CD8+ GZMK+"	"Fibroblast/Myofibroblasts"	-0.0912693356230521	"Discovery"
"T cell CD8+ tissue-resident"	"Fibroblast/Myofibroblasts"	-0.104463720465994	"Discovery"
"T cell gd"	"Fibroblast/Myofibroblasts"	-0.0696970567595977	"Discovery"
"Tuft cell"	"Fibroblast/Myofibroblasts"	-0.00642425938716312	"Discovery"
"B cell"	"Goblet cell crypt MKI67+"	-0.0985163398890668	"Discovery"
"B cell activated"	"Goblet cell crypt MKI67+"	0.173041932212719	"Discovery"
